축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
인디스트리트 생활음악페스티벌''뮤직스트릿 파티'',"연신내 물빛공원, 차없는 거리",2019-08-30,2019-08-31,"문화공연, 길놀이단, 체험부스 등",은평구,서울특별시 은평구,은평구,02-351-6514,http://www.ep.go.kr,,서울특별시 은평구 증산로 476,,37.5986174183,126.915845525,2019-08-07,3110000,서울특별시 은평구
봉화송이축제,봉화읍 내성천 일원,2020-10-08,2020-10-11,송이채취체험,(재)봉화축제관광재단,경상북도 봉화군,,054-679-6343,http://www.bonghwafestival.com/songi,"분천산타마을,목재문화체험장",경상북도 봉화군 봉화읍 내성리 506,,36.8888791,128.7378251,2020-04-07,5240000,경상북도 봉화군
제15회 창녕낙동강유채축제,남지읍 남지체육공원 일원,2019-04-09,2019-04-12,"개막식, 유채꽃 라디엔티어링, 낙동강 유채가요제, 낙동강 용왕대제, 유채축제 미술대회",사)창녕낙동강유채축제위원회,창녕군,,055-526-1331,,,경상남도 창녕군 남지읍 낙동로 483,,35.389081,128.477232,2020-03-06,5410000,경상남도 창녕군
악양대봉감축제,하동군 악양면 평사리 일원,2020-01-01,2020-12-31,대봉감축제,악양면청년회,악양면청년회,,,,,경상남도 하동군 악양면 섬진강대로 3145-2,,35.1359293463,127.6914855048,2020-03-10,5440000,경상남도 하동군
가드닝 페스티벌,문암생태공원,2020-05-02,2020-05-05,"○ 정원 전시, 시민참여 정원프로그램 운영 등",청주시 공원조성과,청주시 공원조성과,,043-201-2802,,,충청북도 청주시 청원구 무심서로 1097,충청북도 청주시 흥덕구 문암동 100,36.6763892174,127.4473097043,2020-01-31,6430000,충청북도
제21회 고성통일명태축제,강원도 고성군 거진읍 거진11리 해변,2019-10-17,2019-10-20,고성통일명태와 떠나는 평화 여행,고성통일명태축제위원회,고성통일명태축제위원회,고성군,033-682-8008,http://myeongtae.com,명태축제,강원도 고성군 거진읍 해오름해변길 125,강원도 고성군 거진읍 거진리 340-28,38.4397439656,128.45416533,2019-09-17,4340000,강원도 고성군
곡성심청축제,곡성섬진강기차마을,2019-10-03,2019-10-06,효녀 심청 관련 효 체험행사,전라남도 곡성군,곡성심청축제추진위원회,"전라남도, 한국관광공사, 한국도로공사, 코레일, 코레일관광개발, 한국여행자협회, ㈜보해, 한국지역진흥재단 등",061-360-8252,http://www.simcheong.com/?r=home&c=4/68/223/287,"축제 개최일, 프로그램 정보, 증기기관차, 섬진강레일바이크, 곡성기차마을전통시장,태안사, 도림사 관람 등",전라남도 곡성군 오곡면 기차마을로 233,전라남도 곡성군 오곡면 오지리 1215-1,35.2768226,127.3072990,2019-06-27,4860000,전라남도 곡성군
곡성세계장미축제,곡성섬진강기차마을,2019-05-17,2019-05-26,"장미공원관람, 문화행사",전라남도 곡성군,전라남도 곡성군,"전라남도, 한국관광공사, 한국도로공사, 코레일, 코레일관광개발, 한국여행자협회, ㈜보해, 한국지역진흥재단 등",061-360-8252,http://www.simcheong.com/?r=home&c=4/68/223/287,"축제 개최일, 프로그램 정보, 증기기관차, 섬진강레일바이크, 섬진강래프팅, 곡성기차마을전통시장, 태안사, 도림사 관람 등",전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,35.2780945,127.3074651,2019-06-27,4860000,전라남도 곡성군
봉화은어축제,봉화읍 내성천 일원,2020-07-25,2020-08-02,은어잡이체험,(재)봉화축제관광재단,경상북도 봉화군,,054-679-6343,http://www.bonghwafestival.com/eunuh,"분천산타마을,목재문화체험장",경상북도 봉화군 봉화읍 내성리 506,,36.8888791,128.7378251,2020-04-07,5240000,경상북도 봉화군
울진대게와 붉은대게 축제,울진엑스포공원,2019-02-28,2019-03-03,"대게 관련 공연, 전시, 체험행사 등",울진군축제발전위원회,울진군,,054-789-5485,http://www.uljin.go.kr/crab,"대게경매, 체험",경상북도 울진군 근남면 친환경엑스포로 25,경상북도 울진군 근남면 수산리 346,36.968686,129.401084,2019-09-25,5250000,경상북도 울진군
청정완도 가을빛 여행,완도해변 공원 일원,2018-10-19,2018-10-21,청정완도 가을빛 낭만 여행,청정완도 가을빛 여행 추진위원회,전라남도 완도군청,완도군,061-550-5411,www.wando.go.kr,,전라남도 완도군 완도읍 해변공원로 24,전라남도 완도군 완도읍 군내리 1443-1,34.3174470578,126.7527591647,2019-10-07,4990000,전라남도 완도군
간월도어리굴젓수산물한마당,서산시 부석면 간월도리 일원,2016-11-11,2016-11-13,"공식행사, 각종체험(바지락캐기, 어선체험, 굴까기 체험 및 밑반찬용 굴 무치기 등), 부대행사, 전시행사 등",간월도어리굴젓수산물한마당추진위원회,간월도어리굴젓수산물한마당추진위원회,충청남도 서산시,,,"버드랜드,간월암,부석사",충청남도 서산시 부석면 간월도1길119-29,충청남도 서산시 부석면 간월도리 16-11,36.6037549404,126.4110015619,2019-01-01,4530000,충청남도 서산시
서산시국화축제,서산시 고북면 가구리 한농원,2016-10-28,2016-11-06,"야외전시장 조성, 작품국전시, 문화예술공연, 체험행사, 농특산물 홍보 판매 등",서산국화축제추진위원회,충청남도 서산시,서산시의회,041-660-3935,http://gukhwaou.blog.me/,"해미읍성, 간월암, 버드랜드",충청남도 서산시 고북면 복남골길 31-1,충청남도 서산시 고북면 가구리 621-4,36.6693624702,126.5362560343,2019-01-01,4530000,충청남도 서산시
서산해미읍성역사체험축제,서산 해미읍성,2016-10-07,2016-10-09,"주제체험(세계의 민속놀이 해미읍성에서 놀아보자), 기획프로그램, 전통문화공연, 상설프로그램 및 체험프로그램, 연계프로그램 등",서산해미읍성역사체험축제추진위원회,충청남도 서산시,"문화체육관광부, 한국관광공사, 충청남도, 서산시의회, 서산교육지원청, 제20전투비행단,해미읍성역사보존회",041-660-2498,http://www.haemifest.com/,"해미읍성, 해미성지, 가야산 등",충청남도 서산시 해미면 남문2로 143,충청남도 서산시 해미면 읍내리 16,36.7135571698,126.5503841589,2019-01-01,4530000,충청남도 서산시
서산갯마을 뻘낙지축제,서산시 지곡면 중왕리 포구,2016-10-01,2016-10-03,"공식행사, 먹물 퍼포먼스, 수산물 시식, 수산물 전시 및 판매, 바지락캐기,  먹물글씨쓰기, 낙지잡기 등",서산갯마을뻘낙지축제위원회,서산갯마을뻘낙지축제위원회,"충청남도 서산시, 해양수산부",,,"안견기념관, 팔봉산, 황금산, 삼길포항",충청남도 서산시 지곡면 어름들2길 66,충청남도 서산시 지곡면 중왕리 196,36.8804574,126.3845434149,2019-01-01,4530000,충청남도 서산시
삼길포우럭독살체험축제,서산시 대산읍 삼길포항,2016-08-04,2016-08-07,"공식행사, 축하공연, 독살체험, 수산물 시식회,에어바운스 물고기 잡기, 수산물 전시 및 판매, 노래자랑 및 장기자랑 등",삼길포축제위원회,"충청남도 서산시, 해양수산부",,070-7371-0846,http://www.samgilpo.com,"황금산, 벌천포해수욕장, 웅도갯벌체험",충청남도 서산시 대산읍 삼길포3길 8,충청남도 서산시 대산읍 화곡리 7-23,37.0010156,126.4515698,2019-01-01,4530000,충청남도 서산시
팔봉산감자축제,팔봉면 양길리 주차장 일원,2016-06-18,2016-06-19,"감자캐기체험, 농특산물 직거래, 무대공연 등",팔봉산감자축제추진위원회,충청남도 서산시,,041-660-3453,http://www.potatofestival.co.kr/,"팔봉산, 고파도, 감태, 낚지",충청남도 서산시 팔봉면 팔봉산로 100,충청남도 서산시 팔봉면 양길리 812-3,36.8176183711,126.3662446364,2019-01-01,4530000,충청남도 서산시
전주대사습놀이,"한옥마을, 한국전통문화전당 일원",2018-06-15,2018-06-18,"국악경연, 축제",전주대사습놀이조직위원회,전라북도 전주시,"문화관광체육부, 전라북도",063-252-6792,http://www.jjdss.or.kr,"한지산업지원센터, 한옥마을, 객사, 덕진공원",전라북도 전주시 덕진구 권삼득로 400,전라북도 전주시 덕진구 덕진동2가 184-1,35.8490089,127.1196400,2018-08-24,4640000,전라북도 전주시
인천개항장 문화재야행,인천광역시 중구 중구청 일원,2020-09-12,2020-09-13,문화재 야간개방 및 문화재 활용 체험 프로그램,인천관광공사,인천광역시 중구,"문화재청, 인천광역시",032-760-6472,http://www.culturenight.co.kr/,,인천광역시 중구 신포로27번길 80,인천광역시 중구 관동1가 9,37.47408104,126.6213401,2020-03-02,3490000,인천광역시 중구
2019 금정산성축제,"온천천(장전역 ~ 부산대지하철역), 금정산성다목적광장 일원",2019-05-24,2019-05-26,"개막식, 공연·체험 프로그램, 부대행사 등",금정문화재단,부산광역시 금정구,,051-519-4062,http://festival.geumjeong.go.kr,"금정산성, 금정산성막걸리, 금어전통체험 등",,부산광역시 금정구 금성동 산41-13,35.2453467,129.0635718,2020-02-18,3350000,부산광역시 금정구
포항해병대문화축제,"오천읍 냉천수변공원, 도구해안",2019-04-27,2019-04-28,"해병대상륙작전, 블랙이글스 에어쇼, 부대방문 등",포항시,포항시,"문화체육관광부,경상북도",054-270-2243,,"오천읍 냉천수변공원, 도구해안",경상북도 포항시 남구 오천읍 해병로 293,경상북도 포항시 남구 오천읍 용덕리 267,35.96902317,129.4127411,2020-01-02,5020000,경상북도 포항시
포항국제불빛축제,형산강 체육공원 일원,2019-05-31,2019-06-02,"국제불꽃쇼, 버스킹 페스티벌, 불빛퍼레이드, 주제공연 등",포항문화재단,포항시,"문화체육관광부,경상북도",054-289-7850,http://www.phcf.or.kr/,"형산강체육공원, 포항운하,영일대해수욕장,포스코 야경포스코 역사관",경상북도 포항시 남구 해도동 115-1,경상북도 포항시 남구 해도동 115-1,36.017859,129.374454,2020-01-02,5020000,경상북도 포항시
대구화교중화문화축제,종로 화교소학교 및 화교거리,2017-10-14,2017-10-15,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 종로,대구광역시 중구 남일동,35.868911,128.592136,2019-06-20,3410000,대구광역시 중구
대구 근대路야행,근대골목 일원(청라언덕~계산성당~약령시한의약박물관),2017-08-25,2017-08-26,"문화(재)시설 오픈하우스, 전시, 공연, 체험, 강좌, 투어 등",대구광역시 중구,대구광역시 중구,"문화재청, 대구광역시",053-661-2195,,,대구광역시 중구 약령길,대구광역시 중구 장관동,35.868839,128.589995,2019-06-20,3410000,대구광역시 중구
대구워터페스티벌,북성로 공구골목 일원,2017-07-30,2017-07-30,"물총놀이, 무대행사, 푸드트럭, 플리마켓, 주민쉼터 등",문화기업 더스타일,문화마을협동조합,"대구광역시 중구, (사)글로벌도시관광마케팅",053-661-2177,,,대구광역시 중구 북성로,대구광역시 중구 북성로,35.874203,128.591765,2019-06-20,3410000,대구광역시 중구
동성로축제,동성로 야외무대,2017-05-12,2017-05-14,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 동성로,"대구광역시 중구 동성로2,3가",35.869181,128.595424,2019-06-20,3410000,대구광역시 중구
2017 대구약령시한방문화축제,약령시(약전골목) 일원,2017-05-03,2017-05-07,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로,대구광역시 중구 동성로3가,35.867194,128.593426,2019-06-20,3410000,대구광역시 중구
봉산조형페스티벌 도예조각전,봉산문화거리,2017-04-25,2017-05-01,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
2019청도세계코미디아트페스티벌,청도야외공연장,2019-10-11,2019-10-13,"코미디를 테마로 한 공연, 전시, 체험 등",청도군,청도세계코미디예술제추진위원회,,054-373-1951,www.coafe.kr,,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,35.6504035,128.7193929,2019-05-15,5190000,경상북도 청도군
한진포구 바지락 갯벌체험축제,한진포구 일대,2018-05-18,2018-05-20,"바지락캐기, 바다낚시체험, 경품행사, 바지락요리시식회, 불꽃놀이",한진 바지락 축제위원회,"해양수산부, 충청남도, 당진시","현대제철, 동부제철, 평택화력 등",041-356-6098,http://tour.dangjin.go.kr,"한진포구, 필경사, 심훈기념관, 영웅바위, 안섬포구, 안섬풍어제",충청남도 당진시 송악읍 한진포구길 50-1,충청남도 당진시 송악읍 한진리 95-17,36.971154,126.782501,2018-08-28,5680000,충청남도 당진시
해나루 황토감자축제,상록초등학교 일원,2018-06-23,2018-06-23,"해나루 황토감자 캐기, 공연행사, 그림대회, 요리경연대회",송악농협,해나루황토감자추진위원회,"당진시, 당진교육지원청, 농협, 당진시농업인단체협의회 감자연구회, 상록초등학교 등",041-355-6080,www.당진해나루황토감자축제.com,"필경사, 행담도, 삽교천, 심훈기념관, 상록수공원",충청남도 당진시 송악읍 송악로 1024,충청남도 당진시 송악읍 부곡리 187-8,36.959232,126.769345,2018-08-28,5680000,충청남도 당진시
정약용문화제,"정약용유적지, 팔당댐 수변, 물의정원 등",2019-04-20,2019-04-21,"정약용 사색의 길 걷기, 여유당 음악회, <정약용>창작 뮤지컬 공연, 유기농 딸기축제, 플리마켓 등",남양주시,남양주시정약용문화제추진위원회,한국수력원자력㈜,031-590-4928,,,경기도 남양주시 조안면 다산로747번길 11,경기도 남양주시 조안면 능내리 94(정약용유적지),37.5162744696,127.299035,2020-01-20,3990000,경기도 남양주시
동성로축제,동성로 야외무대,2019-05-10,2019-05-12,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 동성로,"대구광역시 중구 동성로2,3가",35.869181,128.595424,2019-06-20,3410000,대구광역시 중구
2019 대구약령시한방문화축제,약령시(약전골목) 일원,2019-05-02,2019-05-06,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로,대구광역시 중구 동성로3가,35.867194,128.593426,2019-06-20,3410000,대구광역시 중구
봉산도자기축제,봉산문화거리,2019-04-19,2019-04-21,"도예전시 및 부대행사(공방체험, 도슨트프로그램, 도예장터, 경매 등)",봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
김광석추모콘서트,김광석길야외콘서트홀,2019-01-06,2019-01-06,초청가수콘서트,대봉문화마을협의회,대봉문화마을협의회,대구광역시 중구,053-661-2173,,,대구광역시 중구 달구벌대로 2232-18,대구광역시 중구 대봉동 10-10 지하1층,35.8614330823,128.6068260015,2019-06-20,3410000,대구광역시 중구
향촌동수제화골목 2018년「빨간구두 이야기」,향촌동수제화골목 일원,2018-10-13,2018-10-14,"무대행사, 체험행사, 부대행사 등",대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구,053-661-2046,,,대구광역시 중구 서성로14길,대구광역시 중구 대안동,35.872928,128.592447,2019-06-20,3410000,대구광역시 중구
제2회 북성로 축제,북성로 공구골목 일원,2018-10-20,2018-10-21,"부스프로그램, 북성로 공업소 투어, 오픈 스튜디오(작가 공방 오픈), 거리전시 및 공연",훌라,대구광역시 중구,대구광역시 중구,053-661-2173,,,대구광역시 중구 북성로,대구광역시 중구 북성로,35.874676,128.591662,2019-06-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2018-10-10,2018-10-16,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
대구스트리트 모터 페스티벌,남산동 자동차골목,2018-10-06,2018-10-07,"자동차전시, 레이싱모델쇼, 공연 등",남산동자동차골목상점가상인회,남산동자동차골목상점가상인회,"대구광역시 중구, 대구광역시",053-661-3014,,,대구광역시 중구 남산로2길,대구광역시 중구 남산1동,35.857551,128.588345,2019-06-20,3410000,대구광역시 중구
대구화교중화문화축제,종로 화교소학교 및 화교거리,2018-10-20,2018-10-21,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 종로,대구광역시 중구 남일동,35.868911,128.592136,2019-06-20,3410000,대구광역시 중구
김광석노래부르기,신천둔치(대봉교아래),2018-09-15,2018-09-15,"노래경연, 초청가수콘서트, 부대행사",대구문화방송㈜,대구광역시 중구,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 명덕로,대구광역시 중구 대봉동,35.856117,128.616238,2019-06-20,3410000,대구광역시 중구
대구 근대路야행(2회),청라언덕,2018-09-07,2018-09-08,"문화(재)시설 오픈하우스, 전시, 공연, 체험, 강좌, 투어 등",대구광역시 중구,대구광역시 중구,"문화재청, 대구광역시",053-661-2195,,,대구광역시 중구 약령길,대구광역시 중구 장관동,35.866926,128.585614,2019-06-20,3410000,대구광역시 중구
대구 근대路야행(1회),약령시일원,2018-08-24,2018-08-25,"문화(재)시설 오픈하우스, 전시, 공연, 체험, 강좌, 투어 등",대구광역시 중구,대구광역시 중구,"문화재청, 대구광역시",053-661-2195,,,대구광역시 중구 약령길,대구광역시 중구 장관동,35.868839,128.589995,2019-06-20,3410000,대구광역시 중구
방천골목오페라축제,방천골목,2018-06-14,2018-06-16,"야외실경오페라, 아마추어칸초네경연대회, 갈라콘서트",방천골목오페라추진위원회,방천골목오페라추진위원회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 동덕로8길,대구광역시 중구 대봉동,35.859633,128.606064,2019-06-20,3410000,대구광역시 중구
쇠소깍축제,효돈 쇠소깍 및 하효항 일원,2019-08-24,2019-08-25,맨손 고기잡기. 다우렁길 걷기 등,효돈동연합청년회,효돈동,,064-760-4623,www.i70ni.com,,제주특별자치도 서귀포시 신효동,,33.2681998177,126.6107448379,2019-09-11,6520000,제주특별자치도 서귀포시
표선해변 하얀모래축제,표선해수욕장,2019-08-03,2019-08-04,비치사커대회. 백사가요제. 라이브 공연 등,표선리청년회,표선리마을회,,064-760-4414,www.i70ni.com,,제주특별자치도 서귀포시 표선면 표선리,,33.3265291020,126.8287399266,2019-09-11,6520000,제주특별자치도 서귀포시
돈내코계곡 원앙축제,돈내코계곡 일원,2019-08-03,2019-08-04,주민자치프로그램. 노래자랑 등,영천동축제위원회,영천동영천동축제위원회,,064-760-4653,www.i70ni.com,,제주특별자치도 서귀포시 돈내코로 137,,33.3005035687,126.5819508506,2019-09-11,6520000,제주특별자치도 서귀포시
김해독서대전,봉황대공원 일원,2019-10-12,2019-10-13,"강현,체험,학술토론,북페어",김해시,김해시,없음,055-330-6681,https://lib.gimhae.go.kr/00038/00039.web,"봉황대공원, 국립김해박물관, 김해도서관, 김해문화원",경상남도 김해시 가야의길 190,경상남도 김해시 구산동 232,35.2435463,128.872594,2019-09-11,5350000,경상남도 김해시
김해분청도자기축제,진례면 분청도자관 일원,2019-10-25,2019-11-03,"의식,전시,체험,공연,학술,대회,부대행사",(사)김해도예협회,김해시,없음,055-330-3244,www.festival.buncheong.net,"김해분청도자관,클레이아크미술관 등",경상남도 김해시 진례로 275-35,,35.25149561,128.745857,2019-09-11,5350000,경상남도 김해시
가야문화축제,대성동 고분군 일원,2019-04-18,2019-04-21,"공식, 민속, 축제, 체험, 설치, 부대, 연계행사",(사)가야문화축제제전위원회,김해시,없음,055-330-3958,www.gcfkorea.com,"김해국립박물관, 김수로왕릉, 가야의 길, 가야테마파크 등",경상남도 김해시 가야의길 126,경상남도 김해시 대성동 434,35.23606039,128.8730826,2019-09-11,5350000,경상남도 김해시
성주생명문화축제 성주참외페스티벌,성주군 성주읍 성밖숲 일원,2019-05-16,2019-05-19,"생명선포식, 개막식(주제 공연, 축하 가수 공연), 참외가요제, MBC태교음악회, 경상북도드림페스티벌, 태봉안행차재현 등",성주군 축제추진위원회,성주군 축제추진위원회,경상북도 성주군,054-930-6763,http://sjlife.kr/,"성밖숲, 세종대왕자태실",경상북도 성주군 성주읍 성밖숲길 30,경상북도 성주군 성주읍 경산리 436-3,35.9157610181,128.2800492095,2019-06-20,5210000,경상북도 성주군
인천개항장 문화재야행,인천광역시 중구 중구청 일원,2020-05-02,2020-05-03,문화재 야간개방 및 문화재 활용 체험 프로그램,인천관광공사,인천광역시 중구,"문화재청, 인천광역시",032-760-6472,http://www.culturenight.co.kr/,,인천광역시 중구 신포로27번길 80,인천광역시 중구 관동1가 9,37.47408104,126.6213401,2020-03-02,3490000,인천광역시 중구
제2회 연제고분판타지축제,온천천시민공원,2019-09-27,2019-09-29,"왕가의 행렬, 왕가의 부활 및 귀환, 전시행사, 문화공연, 체험행사 등",연제구 축제추진위원회,연제구 축제추진위원회,부산광역시 연제구청,051-665-4062,,"연산동 고분군 (蓮山洞 古墳群, 국가사적 제539호)",,부산광역시 연제구 연산동 956-46,35.183681,129.088039,2020-02-21,3370000,부산광역시 연제구
제2회 의정부시 청소년 풋살대회,의정부직동축구장,2020-10-24,2020-10-25,초중고등부로 나누어 풋살대회 예선전 및 결선전 진행,의정부시청소년재단,새말청소년문화의집,,031-828-9583,http://www.uiyouth.or.kr,,경기도 의정부시 의정부동 348,경기도 의정부시 의정부동 호국로1162번길 73,37.740290,127.032792,2020-01-31,3820000,경기도 의정부시
청소년 공감 콘서트,아일랜드캐슬,2020-10-23,2020-10-23,"공감하고 소통하는 만찬, 음악을 통한 치유의 장",의정부시청소년재단,의정부시청소년상담복지센터,,031-828-9564,http://www.uiyouth.or.kr,,경기도 의정부시 장곡로 22,경기도 의정부시 장암동 135,37.7069947266,127.053346,2020-01-31,3820000,경기도 의정부시
제3회 의정부시장배 전국 청소년 드론경연대회,의정부체육관,2020-07-25,2020-07-25,"드론경연대회, 체험부스운영, 시상식 등",의정부시청소년재단,새말청소년문화의집,,031-828-9583,http://www.uiyouth.or.kr,,경기도 의정부시 체육로 90(녹양동),경기도 의정부시 녹양동 173,37.7600129873,127.0279670699,2020-01-31,3820000,경기도 의정부시
제야타종식,망양정 해맞이공원,2019-12-31,2019-12-31,제야타종식,(사)한국연예협회 울진군 지부,울진군,,054-789-6891,,,,경상북도 울진군 근남면 산포리 691,36.9651530689,129.4132711513,2019-09-25,5250000,경상북도 울진군
여수여자만갯벌노을체험행사,소라면 해넘이길 일원(사곡),2019-10-13,2019-10-14,대나무망둥어낚시+개매기+바지락캐기+맨손고기잡이+가족사랑걷기체험+노을가요제,여수여자만갯벌노을체험행사추진위원회,여수시,여천농협+여수수협+새마을금고여수협의회,061-659-1091,http://www.ystour.kr/kr/festival/,,전라남도 여수시 소라면 서부로 785-24,전라남도 여수시 소라면 서부로 785-24,34.7902433,127.5680089,2019-06-03,4810000,전라남도 여수시
여수거북선축제,이순신광장 및 선소일원,2019-05-03,2019-05-05,통제영길놀이+개막행사+각종체험공연행사,여수거북선축제보존회 축제위원회,여수시+여수진남거북선축제보존회,,061-659-4742,http://geobukseonfestival.yeosu.go.kr,,전라남도 여수시 이순신광장로 95,전라남도 여수시 중앙동 385-6번지 등,34.7392244464,127.7365808142,2019-06-03,4810000,전라남도 여수시
2018 전주비빔밥축제,한국전통문화전당 일원,2018-10-25,2018-10-28,비빔파티외  프로그램,전주비빔밥축제조직위원회,"전라북도 전주시,전주비빔밥축제조직위원회","문화체육관광부, 농림축산식품부 등",063-231-8969,http://www.bibimbapfest.com/,"한지산업지원센터, 한옥마을, 객사, 덕진공원",전라북도 전주시 완산구 현무1길 20,전라북도 전주시 완산구 경원동3가 14-2,35.8206764,127.1482821,2018-08-24,4640000,전라북도 전주시
전주한지문화축제,"한국전통문화전당, 한지산업자원센터",2018-05-05,2018-05-07,한지문화축제,"전주시, 전주한지문화축제조직위원회","전라북도 전주시, 전주한지문화축제조직위원회",,063-271-2503,http://www.jhanji.or.kr,"한지산업지원센터, 한옥마을, 객사, 덕진공원",전라북도 전주시 완산구 현무1길 20,전라북도 전주시 완산구 경원동3가 14-2,35.8206764,127.1482821,2018-08-24,4640000,전라북도 전주시
전주국제발효식품엑스포,전주월드컵경기장,2018-10-25,2018-10-29,전 세계 발효식품 전시교류,재단법인 전라북도생물산업진흥원,"전라북도, 전라북도 전주시","농림축산식품부, 산업통상자원부, 식품의약품안전처, 국립농산물품질관리원, 한국식품연구원, 전북중소기업청, 전북창조경제혁신센터",063-210-6591,http://www.iffe.or.kr/,"한지박물관, 덕진공원, 동물원",전라북도 전주시 덕진구 기린대로 418,전라북도 전주시 덕진구 금암1동 710-5 우석빌딩 4F,35.8389558,127.130912,2018-08-24,4640000,전라북도 전주시
제3회 풍덕동 장미축제,풍덕동 조산공원 및 장미터널 일대,2020-05-16,2020-05-16,"장미노래 경연, 웨딩화관 체험, 장미차 시음, 장미카페 운영 등",풍덕동행사추진위원회,순천시(풍덕동),,,,,전라남도 순천시 풍덕1길 40(풍덕동),,34.9418586645,127.4972967939,2020-02-20,4820000,전라남도 순천시
제3회 마을공동체 동아리축제,연향동 패션상가거리~연향제1근린공원,2020-07-18,2020-07-18,"패션 상가거리 패션쇼, 동아리 공연 등",덕연동마을공동체동아리축제추진위원회,순천시(덕연동),,,,,전라남도 순천시 연향번영길 102(연향동),,34.9511378948,127.5183241811,2020-02-20,4820000,전라남도 순천시
제5회 순천철도마을축제 및 제3회 순천철도어린이동요제,조곡동 행정복지센터 및 철도관사마을 일원,2020-05-30,2020-05-30,"칙칙폭폭 달빛마실, 철도문화 역사 골든벨 등",조곡동행사추진위원회,순천시(조곡동),,,,,전라남도 순천시 자경1길 13(조곡동),,34.9500379459,127.4985766854,2020-02-20,4820000,전라남도 순천시
제5회 신대지구 스마트 문화제,신대의료부지 도심정원,2020-09-26,2020-09-26,"4차산업 체험교실, 드론날리기 대회 등",신대지구발전위원회,순천시(해룡면),,,,,전라남도 순천시 해룡면 매안로 162,,34.9366208000,127.5481890924,2020-02-20,4820000,전라남도 순천시
청바지&청소년 “끼” 축제,버드내공원,2020-10-24,2020-10-24,"청소년 뮤직 & 댄스 콘서트, 학생 환경부스 등",해룡면 주민자치위원회,순천시(해룡면),,,,,전라남도 순천시 해룡면 기적의도서관길 60,,34.9471533218,127.5276479515,2020-02-20,4820000,전라남도 순천시
봉숫골 꽃나들이 축제,용화사광장~용화 사거리,2020-03-28,2020-03-29,"고유제, 길놀이, 꽃나들이 퍼포먼스, 아동사생대회 등",봉숫골벚꽃축제위원장,"통영시, 봉평동","봉평동 전기관, 단체",055-650-3851,,,경상남도 통영시 도남로 185,경상남도 통영시 도남동 399-2,34.82960109,128.4243196,2020-02-06,5330000,경상남도 통영시
통영한산대첩축제,"도남관광단지, 한산앞바다 등 통영시 일원",2020-08-11,2020-08-15,"이순신장군 행렬 및 군점, 한산대첩 재현, 이순신 워터파크, 드론 라이트쇼",(재)한산대첩기념사업회,통영시,"문화체육관광부, 경상남도, 한국관광공사, 해군본부",055-644-5222,http://www.hansanf.org,,,경상남도 통영시 도남동 642-4,34.82567453,128.4334058,2020-02-06,5330000,경상남도 통영시
